sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
ETURQ,Sección  Económica  y  Comercial,Commercial  Promotion,Sección,María  del  Pilar  ,Irala,Jefatura  de  Sección,+90  312  446  2061,,+90  533  548  9718,,,,comercial_eturq@mrecic.gov.ar,,http://turquia.embajada.gob.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
CCHIC,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Lucas  Andrés  ,Gioja,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,argentradechicago@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
ENIGE,Sección  Económica  y  Comercial,Commercial  Section  ,Sección,Nicolás  María  ,Perazzo  Naón,Jefatura  de  Sección  Económica  y  Comercial,00  234  (0)  707  483  2150,,,,,,comercial_enige@mrecic.gov.ar,,,,,,0.0000000,0.0000000,Lunes  a  viernes  de  09:00  a  17:00  hs.,
EBELG,Sección  Económica  y  Comercial,Commercial  Section,Sección,Jesica  Daniela  ,Ambrosini,Jefatura  de  Sección,00  32    2  626  04  88,,,,00  32  2  647  9319,,secom_ebelg@cancilleria.gob.ar,,,,Lunes,Viernes,,,de  9:00  a  17:00  hs.,
EPERU,Sección  Económica  y  Comercial  ,Oficina  Económica  y  Comercial,Sección,Jessica  Noelia  ,Díaz,Jefatura  de  Sección,(0051-1)4224361,(0051-1)4224361,,,,,comercial_eperu@mrecic.gov.ar,,,,,,,,9:00  A  17:30  HS,
EJAMA,Sección  Económica  y  Comercial,Economica  y  Comercial,Sección,Facundo  A.,Santiago,Jefatura  de  Sección  Económica  y  Comercial,1  8769265588,,18763699372,,,,ejama@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
ESAFR,Sección  Económica  y  Comercial,Trade  and  Economic  Section,Sección,María  Alejandra  ,Vlek,Jefatura  de  Sección,27  12  430  3524/7  ,,27  (0)  609921682,,,,esafr@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
CVIGO,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección  Consular,José  Amado  ,Valiente,Cónsul  Adjunto,34  986  435899,,(Emergencias)  34  607  663  949,,34  986439292,,cvigo@cancilleria.gob.ar,,https://cvigo.cancilleria.gob.ar/es/comercio,,,,,,,
CFRAN,Sección  Económica  y  Comercial,Trade  and  Economic  Section,Sección,Federico  Gabriel  ,Hirsch,Cónsul  Adjunto,,,,,,,comercio_cfran@cancilleria.gob.ar,,,,,,,,9  a  17  hs,
CRECI,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección  Consular,Julieta  María  Celeste  ,Grande,Jefatura  de  Sección,55  81  3131  9005  /  9016,,,,,,comercial_creci@mrecic.gov.ar,,creci.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0:59,,
ECUBA,Sección  Económica  y  Comercial,Commercial  Promotion,Sección,Martín  ,Suaya,Jefatura  de  Sección  Económica  y  Comercial,53  72042565,53  72042972,5352868055,,,,comercial_ecuba@mrecic.gov.ar,,http://ecuba.mrecic.gov.ar/es/content/promoci%C3%B3n-comercial,,Lunes,Viernes,8.0000000,16.0000000,08:30  a  16:30  Hs.  (Lunes  a  Viernes),
ETUNE,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Sebastián  ,Ballina,Jefatura  de  Sección  Económica  y  Comercial,216  71  964  782,,,,,,secom_etune@cancilleria.gob.ar,,,,,,9.0000000,18.0000000,,
EMSIA,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Jorge  Oscar  ,Abate,Jefatura  de  Sección  Económica  y  Comercial,(+60)  03-2144-1451,,(+60)  012-201-2464,,(+60)  03-2144-1428,,comercial_emsia@mrecic.gov.ar,,emsia.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
EISIA,Sección  Económica  y  Comercial,Head  of  Commercial  and  Economic  Section,Sección,Pablo  Nicolás  ,Spahr,Jefatura  de  Sección  Económica  y  Comercial,+62  21  230  3061,,,,+62  21  230  3962,,comercial_eisia@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0000000,11/30/99 9:15,
CSHAN,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Federico  Nahuel  ,López  Brusau,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,cshan@mrecic.gov.ar,,,,,,,,10:00  a  17:00  hs.,
EHILE,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Maximiliano  G.  ,Gianmichelli,Jefatura  de  Sección  Económica  y  Comercial,+56  2  2582  2505/35/37,,,,56-2-2639  3321,,secom_ehile@mrecic.gov.ar,,http://www.ehile.cancilleria.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EGUAT,Sección  Económica  y  Comercial,Comercial,Sección,Sebastián  Juan  ,Palou,Jefatura  de  Sección  Económica  y  Comercial,+502  2464-5900,,502,,502,,comercialeguat@mrecic.gov.ar,,https://eguat.cancilleria.gob.ar/,,Lunes,Viernes,7.0:59,15.0000000,8.00  a  15.00hs,
ERICA,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Martina  ,Guarnaschelli,Jefatura  de  Sección,,,,,,,comercial_erica@mrecic.gov.ar,,,,,,,,08:30  a  16:00  hs,
EMOZA,Sección  Económica  y  Comercial,Economic  and  Commercial  Section,Sección,Noelia  S.  ,Guzmán  Bernales,Jefatura  de  Sección  Económica  y  Comercial,+(258)  21  421  242,,,,,,secom_emoza@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ESURI,Sección  Económica  y  Comercial,,Sección,  Juan  Ignacio  ,Rossi  Sammartino,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,,,,,,,,,,
EAZER,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Víctor  Enrique  ,Marzari,Jefatura  de  Sección  Económica  y  Comercial,+994  (12)  4935942,,+994  (51)  3667985,,+994  (12)  4935943,,eazer@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EINDI,Sección  Economica  y  Comercial,Sección  Consular,Sección  Consular,Ana  Belén  ,Colombo  Blanco,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,secon_eindi@mrecic.gov.ar,,,,Lunes,Viernes,9.0:29,18.0000000,,
EPNMA,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Leopoldo  Juan  José  ,Garade,Jefatura  de  Sección  Económica  y  Comercial,507  302  0003,,507  66161112,,,,comercial_epnma@cancilleria.gob.ar,,,,,,,,8:00  a  16:00  hs.,
,Sección  Económica  y  Comercial,,Sección,,,,,,,,,,,,,,,,,,,
EIRAN,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Matías  Manuel  ,Baeza,Jefatura  de  Sección  Económica  y  Comercial,98  212242  5297,,00  98  (0912)  840  8434,,,,eiran@mrecic.gob.ar,,,,Domingo,Jueves,7.0:59,16.0000000,,
EUCRA,Sección  Económica  y  Comercial,Sección  Económica  y  Comercial,Sección,Elena  Leticia  ,Mikusinski,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,secom_eucra@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
CGMUM,Sección  Económica  y  Comercial  e  Inversiones,Economic  and  Commercial  Section  and  Investments,Sección,María  Silvina  ,Costa,Jefatura  de  Sección  Económica  y  Comercial,,,+91  99303  10617,,,,comercio_cgmum@mrecic.gov.ar,cgmum@mrecic.gov.ar,https://cgmum.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,16.0:59,09:00  /  17:00  horas.  ,
ECORE,"Sección  Económica, Comercial  e  Inversiones",Economic  and  Commercial  Section,Sección,Darío  César  ,Celaya  Alvarez,Jefatura  de  Sección  Económica  y  Comercial,00  82  2  798  1145  ,,,,00  82  2  792-5820,,ecorecom@mrecic.gov.ar,,ecore.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
ESING,"Sección  Económica, Comercial  y  de  Inversiones","Economic, Trade  and  Investment  Section",Sección,Tomás  ,Pico,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,embargentina_trade@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EESPA,"Sección  Económica, Comercial  y  de  Inversiones",Economic  -  Commercial  and  Investment,Sección,María  Paula  ,Mac  Loughlin,Jefatura  de  Sección,34  917710500  -19,,34  639707564,,,,ecocomercial.argenesp@mrecic.gov.ar,,http://eespa.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,9.00  a  17.00  hs,
EVIET,"Sección  Económica, Comercial  y  de  Inversiones","Economic, Comercial  &  Investments  Section",Sección,Francisco  J.  ,Franco  Martinez,Jefatura  de  Sección  Económica  y  Comercial,84  24  3831  5262,,,,,,comercialeviet@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ESUIZ,"Sección  Económica, Comercial  y  de  Inversiones",Commercial  Section,Sección,Sebastián  ,Fratto,Jefatura  de  Sección,00  41  (31)  356  43  42,,,,,,esuiz@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,19.0000000,,
EEARB,"Sección  Económica, Comercial  y  de  Inversiones  /  Oficina  Comercial  en  Dubai","Economic, Trade  and  Investment  Section  /  Trade  Office  in  Dubai",Sección,Carlos  Miguel  ,Moreno,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,ocbai@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
ESUEC,"Sección  Económica, Comercial  y  de  Promoción  de  Inversiones",Trade  and  Investment  Promotion  Department,Sección,María  Victoria  ,Picazo,Jefatura  de  Sección  Económica  y  Comercial,(0046)  86631965,,,,,,secom_esuec@mrecic.gov.ar,,https://esuec.cancilleria.gob.ar/es/promoci%C3%B3n-comercial-0,,Lunes,Viernes,9.0000000,16.0:59,09:00  a  17:00,
ERUNI,"Sección  Económica, Comercial  y  Turismo","Económica, Comercial  y  Turismo",Sección,Pedro  ,Sondereguer,Jefatura  de  Sección  Económica  y  Comercial,0044  0207    318  1300,,,,,,trade@argentine-embassy-uk.org,,,,Lunes,Viernes,9.0000000,18.0000000,,
ECOLO,"Sección  Económica, Comercial  y  Turismo",Sección  Económica  y  Comercial,Sección,Melissa  ,Viola,Jefatura  de  Sección  Económica  y  Comercial,+57  601  288  0900,,,,,,comercial_ecolo@cancilleria.gov.ar,,,,,,,,,
ETAIL,"Sección  Económica, Comercial  y  Turismo","Economic, Commercial  and  Tourism  Section",Sección,Juan  Pablo  ,Volken,Jefatura  de  Sección,+66  2259  0401,,,,+66  2259  0402,,secom_etail@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ETRIA,"Sección  Económica, Comercial, Cultural  y  de  Turismo",Economic  and  Commercial  Section  ,Sección,Franco  A.  ,Senilliani  Melchior,Jefatura  de  Sección  Económica  y  Comercial,(43-1)  5338577,(43-1)  5335171  //  (43-1)  5338463,,,(43-1)  5338797,(43-1)  5335651,comercio_etria@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EBOLV,"Sección  Económica, Comercial, Mercosur, Defensa, Temas  Nucleares, Hidrovía  y  Rios, .","Sección  Económica, Comercial, de  Inversiones  y  Turismo.",Sección,Franco  Adrián  ,Quiles,Jefatura  de  Sección  Económica  y  Comercial,+591  2  2417737,+591  2  2417737,,,591  2  2422727,,qfa@mrecic.gov.ar,secom_ebolv@cancilleria.gob.ar,ebolv.mrecic.gov.ar,,,,,,08:30  a  16:30,
EFRAN,"Sección  Económica, Comercial, Promoción  e  Inversiones","Sección  Económica, Comercial, Promoción  e  Inversiones",Sección,M.  Victoria  ,Stöger  Rodríguez,Jefatura  de  Sección,33144052736,,,,33144051295,,secom_efran@mrecic.gov.ar,,,,,,,,09:00  a  13:00  y  14:00  a  17:00  hs,
EISRA,Sección  Económico-Comercial  ,Economics  and  Trade  Section  (includes  Tourism),Sección,María  Paula  ,Vignau,Jefatura  de  Sección  Económica  y  Comercial,+972  73  252  0810,(972-73)  2520807  //  (972-73)  2520801,,,(972-9)  9702748,,comercialeisra@mrecic.gov.ar,,,,,,,,,
ECANA,Sección  Económico-Comercial  e  Innovación,"Economic, Trade, and  Innovation  Affairs",Sección,Pablo  ,Castagnino,Jefatura  de  Sección  Económica  y  Comercial,,,,,,,comercialecana@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EBRAS,"Sección  Económico-Comercial, Inversiones  y  Turismo","Sección  Económico-Comercial, Inversiones  y  Turismo",Sección,Patricio  ,Violini,Jefatura  de  Sección,55  61  3212-7600,,,,55  61  3212-7616,,ebras@mrecic.gob.ar,,,,,,0.0000000,0.0000000,,
EECUA,Sección  Educación  y  Cooperación,Sección  Educación  y  Cooperación  ,Sección,Martín  E.  ,Marchetti  Gómez,Jefatura  de  Sección,(593)  2256  -  2292  int.  203,,(593)  99  973  -  8957,,,,educacionycooperacion@mrecic.gov.ar,,http://eecua.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
CSHAN,Sección  Educativa,Sección  Educativa,Sección,Santiago  Demian  ,Cataldo,Cónsul  Adjunto,,,,,,,cshan@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EHOND,Sección  Encargada  de  Cancillería,Sección  Encargado  de  Cancillería,Sección,Daniela  ,Gutiérrez  Alvaro,Jefatura  de  Misión  Adjunta,,,504  2232-2132,,,,ehond@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,13.0000000,,
ECHIN,Sección  Inversiones,Jefatura  de  Inversiones,Sección,,,Jefatura  de  Sección,(86-10)  65321406  ext.  27,,+86-138-1085-4349,,,,  inversionesechin@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,18.0000000,9  a  18  hs,
EFRAN,Sección  Organismos  Internacionales  Económicos,Sección  Organismos  Internacionales  Económicos,Sección,Raúl  Eugenio  ,Comelli,Jefatura  de  Sección,33144052712,,,,,,efran@cancilleria.gob.ar,,,,,,,,09:00  a  13:00  y  14:00  a  17:00  hs,
ETRIA,Sección  Política,Political  and  Press  Section,Sección,Cecilia  Inés  ,Silberberg,Jefatura  de  Sección  Política,(43-1)  5335171  ,,,,,,embajada_etria@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ECOLO,Sección  Política,Natalia  Gajst,Sección,Natalia  Melina  ,Gajst,Jefatura  de  Sección,57  601  2880900  ,,,,,,ecolo@cancilleria.gov.ar          ,,,,Lunes,Viernes,9.0000000,16.0:59,,
EETIO,Sección  Política,Political  Affairs,Sección,Danilo  Luis  ,Baroni,Jefatura  de  Sección  Política,+251  11  6672574,,+251  924828795,,251116672548,,eetio@mrecic.gov.ar,,,,Lunes,Viernes,10.0000000,18.0000000,,
EALEM,Sección  Política,Political  Section,Sección,Alejandro  ,Undery,Jefatura  de  Sección  Política,00  49  (30)  2266  8939,,,,,,ealem@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ESSED,Sección  Política,Politics  ,Sección,María  Florencia  ,Marchesi,Jefatura  de  Sección,39  06  686-5303,,39  366  832  5997,,39  06  687  9021,,essed@mrecic.gov.ar,,http://essed.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
ECHES,Sección  Política  ,Political  Affairs  Section,Sección,Laura  Beatriz  ,Fracassa,Jefatura  de  Sección  Política,,,,,,,eches@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ECHIN,Sección  Política,Seccion  Politica,Sección,,,Jefatura  de  Sección  Política,(+86-10)  6532  5405,(+86-10)  6532  5405,+86-138-1085-4349,,,,echin@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,18.0000000,9  a  18  hs,
ESUIZ,Sección  Política,Political  Section,Sección,Daniela  Paula  ,Duverne,Jefatura  de  Sección,00  41  (31)  356  43  42,,,,,,esuiz@cancilleria.gob.ar,,,,,,,,9h.  a  17  h.,
EARGE,Sección  Política,Sección  Política,Sección,Fernando  Matías  ,Grille,Jefatura  de  Sección  Política,+213  (0)  23187442,,+213  (0)  770381010,,+213  (0)  23187439,,earge@cancilleria.gob.ar,,earge.cancilleria.gob.ar,,Domingo,Jueves,9.0000000,16.0:59,09.00  a  17.00  horas  -  de  Domingo  a  Jueves,
EMSIA,Sección  Política,Political  Section,Sección,Mariano  Jorge  ,Higa,Jefatura  de  Sección  Política,(+60)  03-2144-1451,,(+60)  012-201-2464,,(+60)  03-2144-1428,,emsia@cancilleria.gob.ar,,emsia.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
EECUA,Sección  Política,Sección  Política,Sección,Francisco  Renato  ,Zandanel,Jefatura  de  Sección,(593)  -256  -  2292  int.  205,,(593)  99  973  -  8957,,,,eecua@mrecic.gov.ar,,http://eecua.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EAUST,Sección  Política,Political  Section,Sección,Carolina  ,Petryszyn,Jefatura  de  Sección,61  262739111,,,,,,eaust@mrecic.gov.ar,,http://eaust.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EEARB,Sección  Política,Political  Section,Sección,Juan  Ignacio  ,Díaz,Jefatura  de  Sección  Política,,,,,,,eearb@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
EEEUU,Sección  Política,Jefatura  de  Sección  Política,Sección,Gustavo  J.  ,Fernández  Briozzo,Jefatura  de  Sección  Política,00  1  202  238  6425,,,,00  1  202  332  3171,,politicalaffairs@embassyofargentina.us,,,,,,,,09:00  a  18:00  hs.,
EVENE,Sección  Política,Sección  Política,Sección,Eduardo  ,Porretti,Jefatura  de  Sección  Política,58  212  2634262,,58  414  2387145,,,,evene@mrecic.gov.ar,politica_evene@mrecic.gov.ar,https://evene.cancilleria.gob.ar/es,,,,7.0:59,16.0000000,Lunes  a  Viernes  de  8  a  16,
EEGIP,Sección  Política,Sección  Política,Sección,Ciro  ,Romeni,Jefatura  de  Sección  Política,,,,,,,eegip@mrecic.gov.ar,,,,Domingo,Jueves,9.0000000,15.0000000,,
EUNGR,Sección  Política,Political  Section,Sección,Ricardo  Andrés  ,Vignolo,Jefatura  de  Sección  Política,+36  1  326  0492,,,,,,  eungr@mrecic.gov.ar      ,,,,Lunes,Viernes,9.0000000,16.0:59,,
EHAIT,Sección  Política,Todo  el  territorio  de  Haiti,Sección,César  Alberto  ,Faes,Embajador,509  2940-67/11/12/13/14,,00  509  3676  0359,,,,ehait@cancilleria.gob.ar,,,,,,,,9.00  hs  a  17.00  hs,
ELBNO,Sección  Política,Sección  Política,Sección,Maria  Virginia,Ruiz  Quintar,Embajador,,,,,,,elbno@mrecic.gov.ar,,,,,,0.0000000,0.0000000,,
EANGO,Sección  Política,Sección  Política,Sección,Agustín  Nicolás  ,Justo,Jefatura  de  Sección  Política,,,,,,,eango@cancilleria.gob.ar,,,,,,0.0000000,0.0000000,,
EMEXI,Sección  Política,Political  Department,Sección,María  Victoria  ,Urbistondo,Jefatura  de  Sección,52  55  5520  9430,,,,,,politica-emexi@mrecic.gov.ar,,,,,,,,,
EMARR,Sección  Política,Chief  of  the  Political  Section,Sección,Juan  Luis  ,Cura,Jefatura  de  Sección  Política,,,,,,,emarr@cancilleria.gov.ar,,,,Lunes,Viernes,9.0000000,15.0000000,,
EURUG,Sección  Política,Political  Section,Sección,Ariel  David  ,González  Serafini,Jefatura  de  Sección  Política,(+598)  2902  8166,,(+598)  92  947  601,,(+598)  2900  8408,,eurug@mrecic.gov.ar,,eurug.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0:59,,
EFRUS,Sección  Política,Political  Section,Sección,Agustina  M.  ,Alvarez  Vicente,Jefatura  de  Sección  Política,74955648194,,,,,,sepol_efrus@cancilleria.gob.ar,,,,,,,,9.30  -18.00,
ESING,Sección  Política,Political  Section,Sección,Tomás  ,Pico,Jefatura  de  Sección  Política,,,,,,,esing@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EIRLA,Sección  Política,Political  ,Sección,Agostina  ,Salvaggio,Jefatura  de  Sección  Política,353  1  269-1546,,,,,,eirla@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EISIA,Sección  Política,Political  Section,Sección,Juan  Ignacio  ,Lacunza,Jefatura  de  Sección  Política,,,,,,,eisia@mrecic.gov.ar,,www.eisia.mrecic.gov.ar,,Lunes,Viernes,9.0000000,16.0000000,11/30/99 9:15,
ETUNE,Sección  Política,Political  Section,Sección,Sebastián  ,Ballina,Jefatura  de  Sección  Política,216  71  964  782,,,,,,etune@mrecic.gov.ar  (correo  inst.),,,,Lunes,Viernes,9.0000000,18.0000000,,
ESAFR,Sección  Política,Political  Section,Sección,Francisco  Fabián  ,Sáez,Jefatura  de  Sección,,,,,,,esafr@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
ECEUR,Sección  Política,Head  of  Political  Section,Sección,Rodrigo,Conde  Garrido,Jefatura  de  Sección  Política,(+32)  2  648  93  71,,,,,,eceur@cancilleria.gob.ar,,,,,,,,,
ECOLO,Sección  Política,Sección  Política,Sección,Pedro  Joaquín  ,López  Godoy,Jefatura  de  Sección  Política,+57  601  288  0900,,,,,,ecolo@cancilleria.gob.ar,,,,,,,,,
EHILE,Sección  Política,Political  Section,Sección,Juan  Antonio  ,Barreto,Jefatura  de  Sección  Política,56-2-2582  2516,,,,56-2-2639  3321,,secpol_ehile@mrecic.gov.ar,,http://www.ehile.cancilleria.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,,
EPORT,Sección  Política,Political  Section,Sección,Mariano  Andrés,Guida,Jefatura  de  Sección  Política,,,,,,,eport@mrecic.gov.ar,,,,Lunes,Viernes,9.0:29,18.0000000,,
ENZEL,Sección  Política,Political  Section,Sección,Sec.  María  Carolina,Frizzo,Jefatura  de  Sección  Política,(64)044736597,,(64)21411316,,,,enzel@mrecic.gov.ar,,,,,,0.0000000,0.0000000,Lunes  a  Viernes  de  9  am  a    5  pm.,
ERUNI,Sección  Politica,Sección  Política,Sección,María  del  P.  ,Teves  Libarona,Jefatura  de  Sección  Política,,,,,,,politica@argentine-embassy-uk.org,,,,Lunes,Viernes,9.0000000,16.0:59,,
EISRA,Sección  Política  ,Political  and  Cultural  Section,Sección,Laura  Mariela  ,Bari,Jefatura  de  Sección  Política,(972-73)  2520801,(972-73)  2520800,,,(972-9)  9702748,(972-73)  2520821,eisra@mrecic.gov.ar,,,,,,,,08.00  to  16.00  hs,
ETAIL,Sección  Política,Political  Section,Sección,Javier  Alfredo  ,De  Cicco,Jefatura  de  Oficina,+66  2259  0401,,,,+66  2259  0402,,etail@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
ESURI,Sección  Política,Political  section,Sección,Tomás  A.  ,Oyuela  Marcovich,Jefatura  de  Sección  Política,,,,,,,esuri@cancilleria.gob.ar,,,,,,,,,
EPBAJ,Sección  Política,Political  Section,Sección,María  Soledad  ,Bellavigna,Jefatura  de  Sección,  0031  70  3118416,,,,,,epbaj@mrecic.gov.ar,,,,,,,,,
EITAL,Sección  Política,Sección  Política,Sección,Gonzalo  Sebastián  ,Mazzeo,Jefatura  de  Sección  Política,39  0648073307,,,,,,eital@cancilleria.gob.ar,,,,,,,,Lunes  a  viernes  de  09.00  a  18.00  horas,
EAZER,Sección  Política,Sección  Política,Sección,Víctor  Enrique  ,Marzari,Jefatura  de  Sección  Política,+994  (12)  4935942/44/45,,+994  (51)  3667985,,+994  (12)  4935943,,eazer@mrecic.gov.ar,,www.eazer.cancilleria.gob.ar,,Lunes,Viernes,9.0000000,16.0:59,,
EUCRA,Sección  Política,Sección  Política,Sección,Elena  Leticia  ,Mikusinski,Jefatura  de  Sección  Política,,,,,,,politica_eucra@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EINDI,Sección  Política,Political  Section,Sección,Andrés  Sebastián  ,Rojas,Jefatura  de  Sección  Política,+91  11    4078  1900,,,,,,eindi@mrecic.gov.ar,,,,Lunes,Viernes,9.0:29,18.0000000,,
EBELG,Sección  Política,Political  Section,Sección,Federico  Adrián  ,Burella,Jefatura  de  Sección,00  32  2  647  7812,00  32  2  626  0485,,,,,ebelg@cancilleria.gob.ar,,,,Lunes,Viernes,,,de  9:00  a  17:00  hs.,
EMOZA,Sección  Política,Political  Section,Sección,Hugo,Marin,Jefatura  de  Sección  Política,,,,,,,emoza@cancilleria.gob.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EIRAN,Sección  Política,Sección  Política,Sección,Jorge  Mariano  ,Jordán,Encargado  de  Negocios  a.i.,98  21  2242  5297,,00  98  (0912)  840  8434,,,,eiran@mrecic.gob.ar,,,,Domingo,Jueves,7.0:59,16.0000000,,
EBRAS,Sección  Política,Seccion  politica,Sección,María  Cecilia  ,Los  Arcos,Jefatura  de  Sección  Política,55  6132127600,,,,,,ebras@mrecic.gob.ar,,,,,,0.0000000,0.0000000,,
ESUEC,Sección  Política,Political  Department,Sección,María  Victoria  ,Picazo,Jefatura  de  Sección  Política,(0046)  86631965,,,,,,esuec@cancilleria.gob.ar,,https://esuec.cancilleria.gob.ar/,,Lunes,Viernes,9.0000000,16.0:59,09:00  a  17:00,
EBARB,Sección  Política,Political  Section,Sección,,,Jefatura  de  Sección,,,,,,,ebarb@cancilleria.gob.ar,,,,,,,,08.30  a  15.30,
EPERU,Sección  Política  y  Ceremonial,Political  Section,Sección,Angel  ,Banfi,Jefatura  de  Sección,(0051-1)4414444,(0051-1)4413065,,,,,eperu@mrecic.gov.ar,,,,,,,,9.00  a  17.30,
EVIET,Sección  Política  y  Cooperación,Political  &  Cooperation  Section,Sección,Tomás  A.  ,Oyuela  Marcovich,Jefatura  de  Sección,84  24  3831  5262,,,,,,eviet@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,16.0:59,,
EESPA,Sección  Política  y  Cooperación  Jurídica,Political  Section,Sección,Pablo  Exequiel  ,Virasoro,Jefatura  de  Sección,34  917710500  -19,34  917710508,34  639707564,,,,politica.argenesp@mrecic.gov.ar,,http://eespa.mrecic.gov.ar/,,Lunes,Viernes,9.0000000,16.0:59,9.00  a  17.00  hs,
EPNMA,Sección  Política  y  de  Prensa,Sección  Política  y  de  Prensa,Sección,Márcio  ,Pessoa  Da  Silveira,Jefatura  de  Sección,507  302-0003,,507  6616-1112,,,,epnma@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,13.0000000,,
EFRAN,"Sección  Política, Asuntos  Juridicos  y  Derechos  Humanos","  Sección  Política, Asuntos  Juridicos  y  Derechos  Humanos",Sección,Alejo  Ramón  ,Monner  Sans,Jefatura  de  Sección,33144052700,,,,,,politica_efran@mrecic.gov.ar,,,,,,,,09:00  a  13:00  y  14:00  a  17:00  hs,
ECORE,"Sección  Política, Defensa  y  Asuntos  Estratégicos",Sección  Política  y  Prensa,Sección,Fernando  S.  ,Corrales  Barboza,Jefatura  de  Sección,82  2-793-4062,,,,,,ecorepol@mrecic.gov.ar,,,,Lunes,Viernes,9.0000000,18.0000000,,
CCHIC,Seccion  Politica/Educación/Asuntos  de  la  Jurisdicción,Education,Sección,Valeria  ,Drocco  Rabaglia,Cónsul,,,,,,,cchic@mrecic.gov.ar,,,,Lunes,Viernes,7.0:59,16.0000000,,
